primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
City of Alexandria,,Overall Industrial,3830970,0.047,2884,,18.44,,
Arlington County,,Overall Industrial,512693,0.018,0,,24.00,,
Fairfax County,,Overall Industrial,32566724,0.049,49228,,,,
Loudoun County,,Overall Industrial,19979142,0.038,97274,282880,17.97,,
Prince William County,,Overall Industrial,17919471,0.024,15904,509637,15.11,,
Total,,Overall Industrial,74809000,0.040,165290,792517,16.60,,
City of Alexandria,,Warehouse,3295083,0.047,2884,,18.44,,
Arlington County,,Warehouse,400784,0.023,0,,24.00,,
Fairfax County,,Warehouse,19085938,0.033,44583,,,,
Loudoun County,,Warehouse,13497114,0.043,103971,282880,18.56,,
Prince William County,,Warehouse,13537062,0.027,18504,509637,15.08,,
Total,,Warehouse,49815981,0.035,169942,792617,16.96,,
City of Alexandria,,Flex,535887,0.047,,,,,
Arlington County,,Flex,111909,,,,,,
Fairfax County,,Flex,13480786,0.073,4645,,16.14,,
Loudoun County,,Flex,6482028,0.027,-6697,,15.96,,
Prince William County,,Flex,4382409,0.015,-2600,,15.26,,
Total,,Flex,24993019,0.050,-4652,,16.04,,
