primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Seattle Close-In,Capitol Hill/E Seattle/Rainier,Industrial,1715883,0.131,8464,0,,,
Seattle Close-In,Downtown/Lake Union,Industrial,2302673,0.121,-1052,0,,,
Seattle Close-In,North Seattle/Interbay,Industrial,7036901,0.092,15716,0,,,
Seattle Close-In,South/West Seattle,Industrial,38482629,0.089,74104,0,,,
Seattle Close-In,,Industrial,49538086,0.093,241766,0,20.88,,
Kent Valley,Auburn,Industrial,28486593,0.049,69198,0,,,
Kent Valley,Federal Way,Industrial,3984490,0.346,-7461,0,,,
Kent Valley,Kent,Industrial,48887063,0.092,-283306,212077,,,
Kent Valley,Renton,Industrial,17051551,0.041,-225996,0,,,
Kent Valley,SeaTac,Industrial,6191071,0.078,80137,0,,,
Kent Valley,Sumner,Industrial,19411608,0.078,9227,1531179,,,
Kent Valley,Tukwila,Industrial,12232722,0.114,-465858,0,,,
Kent Valley,,Industrial,136245098,0.084,-765332,1743256,13.92,,
Tacoma,DuPont,Industrial,4635287,0.110,-17454,0,,,
Tacoma,Fife,Industrial,13462611,0.095,-89232,14000,,,
Tacoma,Frederickson,Industrial,16409095,0.169,141306,91728,,,
Tacoma,Gig Harbor,Industrial,757586,0.131,0,0,,,
Tacoma,Lakewood,Industrial,7386464,0.118,226694,0,,,
Tacoma,Port of Tacoma,Industrial,12343907,0.074,52324,0,,,
Tacoma,Puyallup,Industrial,8921181,0.132,-17622,463933,,,
Tacoma,Tacoma West,Industrial,5887222,0.045,47318,2145952,,,
Tacoma,,Industrial,69803353,0.113,308153,2715613,10.92,,
Eastside,Bellevue,Industrial,2030837,0.036,17135,0,,,
Eastside,Bothell,Industrial,2985818,0.140,-221384,0,,,
Eastside,1-90/Issaquah,Industrial,2652400,0.154,-19938,0,,,
Eastside,Kirkland,Industrial,2318166,0.029,16302,0,,,
Eastside,Marymoor,Industrial,3484130,0.055,-71029,0,,,
Eastside,Overlake,Industrial,704781,0.212,17520,0,,,
Eastside,Willows,Industrial,3864300,0.073,-60582,0,,,
Eastside,Woodinville,Industrial,6909081,0.052,-83822,0,,,
Eastside,,Industrial,24949513,0.078,84062,0,22.44,,
Northend,Everett,Industrial,11290301,0.113,419880,0,,,
Northend,Lynn/Ed/Mtlkterr,Industrial,2822803,0.087,60515,0,,,
Northend,Monroe,Industrial,2041027,0.071,-5125,0,,,
Northend,Mukilteo,Industrial,2980121,0.105,23951,0,,,
Northend,No Snohomish CO,Industrial,6251126,0.256,-56911,0,,,
Northend,,Industrial,25385378,0.141,263084,0,14.04,,
Thurston County,Lacey,Industrial,12476673,0.063,-44322,0,,,
Thurston County,Olympia Core,Industrial,822123,0.000,0,0,,,
Thurston County,Tumwater,Industrial,4731338,0.061,0,36000,,,
Thurston County,Outlying Thurston,Industrial,395220,0.000,0,0,,,
Thurston County,,Industrial,18425354,0.058,-44322,36000,9.12,,
Lewis County,,Industrial,5745292,0.019,0,0,,,
Puget Sound (3-county),,Total,305921428,0.096,131733,4458869,15.36,,
,,Whse/Bus Pk/Manuf,315177622,0.092,98283,4494869,14.64,,
,,Flex,9169160,0.166,-10872,0,21.84,,
Five-County Total,,Total,330092074,0.093,87411,4494869,15.12,,
