primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central,,Industrial,27569728,0.036,238617,,6.20,,
Delaware County,,Industrial,12606656,0.053,22460,,6.65,,
East,,Industrial,25800924,0.033,-148791,191077,8.03,,
Fairfield County,,Industrial,9183757,0.055,874404,,5.79,,
Licking County,,Industrial,40676053,0.029,1422475,1009960,5.10,225000,
Madison County,,Industrial,20835804,0.181,-827649,,6.00,,
Northeast,,Industrial,11554302,0.035,160277,,7.45,,
Northwest,,Industrial,1262027,0.013,,,13.00,,
Pickaway County,,Industrial,19779490,0.184,226742,,5.48,,
Southeast,,Industrial,73073428,0.057,-716847,511378,6.20,,
Southwest,,Industrial,17958618,0.063,-68181,,6.02,,123248
Union County,,Industrial,10569223,0.024,-19763,250829,8.46,,
West,,Industrial,34904302,0.142,-273180,207083,6.62,,
Distribution/Logistics,,,234505918,0.089,864528,1310421,6.09,,
Manufacturing,,,54108854,0.022,75282,418000,5.93,225000,
R&D / Flex,,,10421568,0.042,-46686,250829,10.07,,
Other Industrial,,,6737972,0.019,-2560,191077,8.64,,
Columbus Total,,Industrial,305774312,0.074,890564,2170327,6.16,225000,
