primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,Industrial,101925554,0.078,-502902,3541700,7.12,,
Airport,Airport East,Industrial,46025312,0.114,1491,3483572,6.84,,
Airport,Airport Central,Industrial,55900242,0.049,-504393,58128,7.59,,
Boulder,,Industrial,10827229,0.079,-35573,,14.53,,
1-76 Corridor,,Industrial,15673792,0.134,353450,,7.73,,
Longmont,,Industrial,5824557,0.183,-27403,,14.08,,
North,,Industrial,14899139,0.114,274856,299459,11.35,,
North Central,,Industrial,35701176,0.069,-6739,,10.68,,
Northwest,,Industrial,18244454,0.110,125834,434858,13.39,,
South Central,,Industrial,24914453,0.037,-223668,,10.35,,
Southeast,,Industrial,24040582,0.065,147366,329534,11.65,,
Southwest,,Industrial,8102727,0.031,-19108,175204,10.64,,
West,,Industrial,11251540,0.011,-6427,,11.79,,
METRO TOTAL,,Industrial,271405203,0.077,79686,4780755,9.72,,
