primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Hillsborough County,East Hillsborough,Industrial,86729855,0.069,518149,686896,9.88,,
Hillsborough County,Tampa CBD,Industrial,8750755,0.056,-47877,0,12.10,,
Hillsborough County,Northeast Tampa,Industrial,1539951,0.002,1882,0,12.25,,
Hillsborough County,East Tampa,Industrial,53810087,0.048,-103475,274826,11.79,,
Hillsborough County,Plant City,Industrial,20650444,0.115,667619,412070,7.62,,
Hillsborough County,Southeast Tampa,Industrial,1978618,0.248,0,0,9.20,,
Hillsborough County,West Hillsborough,Industrial,20940196,0.039,53710,630870,13.60,,
Hillsborough County,Westshore,Industrial,3753958,0.005,6498,0,14.19,,
Hillsborough County,Airport,Industrial,13327739,0.051,64237,226098,13.65,,
Hillsborough County,Southwest Tampa,Industrial,1822684,0.039,0,404772,9.00,,
Hillsborough County,Northwest Tampa,Industrial,2035815,0.025,-17025,0,18.00,,
Hillsborough County,,Total,107670051,0.063,571859,1317766,10.30,,
Pinellas County,South Pinellas,Industrial,8550535,0.079,-17623,0,9.79,,
Pinellas County,Mid Pinellas/Gateway,Industrial,30305000,0.05,-171879,358861,11.13,,
Pinellas County,North Pinellas,Industrial,6539261,0.018,12720,0,10.56,,
Pinellas County,,Total,45394796,0.051,-176782,358861,10.76,,
Pasco County,,Total,13552948,0.149,16247,2180476,11.13,,
Tampa Total,,Manufacturing,32083548,0.029,55287,883000,9.52,,
Tampa Total,,R&D/Flex,12783921,0.048,-97372,0,13.93,,
Tampa Total,,Warehouse/Distribution,121750326,0.078,453409,2974103,10.38,,
Tampa Total,,Industrial,166617795,0.067,411324,3857103,10.46,,
