primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Desoto County,,Bulk Warehouse,68899329,0.111,-602136,0,4.41,,
Desoto County,,Standard Distribution,6665965,0.001,26500,0,6.82,,
Desoto County,,Service Center,339343,0.000,0,0,12.45,,
Desoto County,,Industrial,75904637,0.101,-575636,0,4.68,,
Fayette County,,Bulk Warehouse,6927411,0.072,0,0,,,
Fayette County,,Standard Distribution,1205712,0.000,0,0,6.00,,
Fayette County,,Service Center,37500,0.000,0,0,,,
Fayette County,,Industrial,8170623,0.061,0,0,6.00,,
Marshall County,,Bulk Warehouse,21135096,0.147,-63953,2000000,4.66,,
Marshall County,,Standard Distribution,769642,0.000,0,138000,3.45,,
Marshall County,,Service Center,63006,0.086,-5400,0,12.44,,
Marshall County,,Industrial,21967744,0.141,-69353,2138000,4.80,,
Northeast,,Bulk Warehouse,3750903,0.017,0,0,7.57,,
Northeast,,Standard Distribution,8176900,0.031,20000,0,9.87,,
Northeast,,Service Center,2891977,0.035,39800,0,10.56,,
Northeast,,Industrial,14819780,0.027,59800,0,9.58,,
Northwest,,Bulk Warehouse,19905891,0.046,0,0,3.72,,
Northwest,,Standard Distribution,8489325,0.041,0,0,5.03,,
Northwest,,Service Center,518996,0.017,0,0,7.00,,
Northwest,,Industrial,28914212,0.043,0,0,4.06,,
Southeast,,Bulk Warehouse,80311881,0.089,828400,200880,4.18,,
Southeast,,Standard Distribution,26862495,0.060,128098,0,4.09,,
Southeast,,Service Center,2957586,0.071,0,530000,6.30,,
Southeast,,Industrial,110131962,0.082,956498,730880,4.43,,
Southwest,,Bulk Warehouse,20720853,0.018,71134,0,2.25,,
Southwest,,Standard Distribution,23691745,0.048,0,0,3.75,,
Southwest,,Service Center,1531001,0.066,0,0,6.94,,
Southwest,,Industrial,45943599,0.035,71134,0,3.77,,
Memphis MSA,,Bulk Warehouse,221651364,0.089,33445,2200880,4.33,,
Memphis MSA,,Standard Distribution,75861784,0.044,174598,138000,5.40,,
Memphis MSA,,Service Center,8339409,0.051,34400,530000,7.97,,
Memphis MSA,,Total,305852557,0.077,442443,2868880,4.60,,
