primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
ATLANTA,,WAREHOUSE/DISTRIBUTION,632900989,0.092,47686,4882586,7.05,4299683,
ATLANTA,,SHALLOW BAY,88693350,0.058,-158662,,8.20,,
ATLANTA,,FLEX,38951165,0.051,-123863,,11.76,,
Central Atlanta,,Industrial,7144537,0.065,-26052,626176,12.31,,
Chattahoochee,,Industrial,15169480,0.042,-30171,,9.22,,
Northwest 1-75/,,Industrial,83774730,0.111,105827,633000,7.69,308880,
N Central/GA 400,,Industrial,25849424,0.051,-18708,344342,12.54,225060,
Northeast/1-85,,Industrial,215350854,0.079,1663721,1005811,7.53,1020603,
Stone Mountain,,Industrial,27866369,0.046,99160,,8.93,,
Airport,,Industrial,85818526,0.074,33749,214170,6.90,733526,
Southeast/1-75,,Industrial,79699061,0.133,-374654,1044887,6.13,450024,
Southwest/1-85,,Industrial,64829781,0.097,-1494069,667350,6.75,,
1-20 East,,Industrial,44402733,0.107,-414201,,7.45,1166850,
1-20 West,,Industrial,110639809,0.068,220559,346850,6.85,394740,
ATLANTA,,Total,760545504,0.086,-234890,4882586,7.21,4299683,
