primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central Kane & DuPage County,,Industrial,37386348,0.063,-435164,0,9.28,0,
City North,,Industrial,51596365,0.051,-232384,0,12.38,0,
City South,,Industrial,100215661,0.039,-92561,440146,9.31,0,
Dekalb Area,,Industrial,13267005,0.011,0,775000,6.57,0,
Far Southwest Suburbs,,Industrial,94732095,0.063,19491,752481,8.05,0,
Far West Suburbs,,Industrial,67131296,0.026,650843,818600,6.04,140778,
Joliet Area,,Industrial,106167730,0.064,1410400,2497660,7.12,0,
Lake County,,Industrial,73524100,0.048,207073,430141,6.89,0,
McHenry County,,Industrial,21249567,0.044,113462,130000,5.92,0,
Near West Suburbs,,Industrial,72862683,0.055,-245588,99682,9.71,0,
North DuPage County,,Industrial,43437138,0.035,434246,270804,6.41,200000,
North Kane County,,Industrial,33287078,0.065,-44159,132000,7.63,0,
Northeast Cook County,,Industrial,43582313,0.060,-23557,0,10.02,0,
Northwest Cook County,,Industrial,26181360,0.072,10618,238606,9.54,0,
Northwest Indiana,,Industrial,31681415,0.072,-42735,1106495,9.92,270711,
O'Hare,,Industrial,87452821,0.044,-475421,181579,10.97,0,
Rockford,,Industrial,33986127,0.043,-6396,1200000,4.62,0,
SE Wisconsin,,Industrial,81652976,0.107,1040936,400107,5.48,1384201,
South Suburbs,,Industrial,57826027,0.057,110622,100000,10.01,0,
Southwest Suburbs,,Industrial,60186411,0.059,-304906,140011,14.77,0,
West Suburbs,,Industrial,30029904,0.016,60158,0,10.35,0,
Total,,Industrial,1167436420,0.055,2154978,9713312,8.66,1995690,
