primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Piedmont Triad Airport,,Warehouse,19180128,0.099,-10800,198280,7.27,,
North Guilford,,Warehouse,7463883,0.028,,,4.09,,
South Greensboro,,Warehouse,6076678,0.094,-11343,510000,7.75,,
Southeast Guilford,,Warehouse,7982878,0.096,,104000,7.08,,
High Point/SW Guilford,,Warehouse,7674237,0.023,77074,,4.39,,
North Forsyth,,Warehouse,7121454,0.025,195030,,6.04,,
Kernersville,,Warehouse,4014659,0.016,,,11.57,,
West Forsyth,,Warehouse,5365113,0.190,-64790,,5.72,,
Southeast Forsyth,,Warehouse,7167564,0.018,159375,,5.28,,
Clemmons,,Warehouse,477159,0.105,50000,,6.50,,
Southeast Alamance,,Warehouse,6722130,0.265,,,7.00,,
North Alamance,,Warehouse,5958153,0.062,49730,,3.68,,
Southwest Alamance,,Warehouse,5377961,0.064,-22841,187500,5.42,,
Davidson County,,Warehouse,25728515,0.063,-50415,,5.12,,
Davie County,,Warehouse,8551384,0.061,152160,,6.32,,
Warehouse Totals,,Warehouse,124861896,0.078,523180,999780,6.48,,
Piedmont Triad Airport,,Flex,1632921,0.031,13112,,11.03,,
North Guilford,,Flex,344006,0.174,,,10.82,,
South Greensboro,,Flex,1595511,0.070,21771,,10.35,,
Southeast Guilford,,Flex,234047,0.021,-5000,,9.00,,
High Point/SW Guilford,,Flex,388073,0.130,10705,,13.89,,
North Forsyth,,Flex,706952,0.087,-1450,,11.12,,
Kernersville,,Flex,612010,0.145,-10798,,11.66,,
West Forsyth,,Flex,293291,0.143,1374,,9.72,,
Southeast Forsyth,,Flex,78178,,,,,,
Flex Totals,,Flex,5884989,0.080,29714,,11.13,,
Industrial Totals,,Industrial,130746885,0.078,552894,999780,6.57,,
