primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Annapolis,,Warehouse,262548,0.000,3100,,,,
Baltimore City,,Warehouse,28876668,0.085,-329574,20503,9.74,,
Baltimore County East,,Warehouse,30781560,0.066,-496972,391283,10.50,,
Baltimore Southwest,,Warehouse,7405788,0.156,163828,,10.39,,
Balt/Washington Corridor,,Warehouse,50626032,0.079,103372,471972,13.04,,
Harford/Cecil County,,Warehouse,40079793,0.093,-147915,632926,7.95,,
Hunt Valley/Towson,,Warehouse,2892004,0.075,25655,,10.23,,
Owings Mills/Reisterstown Rd,,Warehouse,706368,0.015,-10900,,10.95,,
Total,,Warehouse,161630761,0.084,-689406,1516684,10.77,,
Annapolis,,Flex,1144477,0.033,-1034,,17.85,,
Baltimore City,,Flex,2606021,0.006,13500,,10.84,,
Baltimore County East,,Flex,2891872,0.070,4377,,11.27,,
Baltimore Southwest,,Flex,3507704,0.092,-15687,,11.65,,
Balt/Washington Corridor,,Flex,14562399,0.046,37550,,13.87,,
Harford/Cecil County,,Flex,1798042,0.046,,,11.48,,
Hunt Valley/Towson,,Flex,3555290,0.026,5650,,11.73,,
Owings Mills/Reisterstown Rd,,Flex,1930397,0.099,,,11.57,,
Total,,Flex,31996202,0.050,44356,,12.89,,
Annapolis,,Overall,1407025,0.027,2066,,17.85,,
Baltimore City,,Overall,31482689,0.078,-316074,20503,9.75,,
Baltimore County East,,Overall,33673432,0.067,-492595,391283,10.55,,
Baltimore Southwest,,Overall,10913492,0.136,148141,,10.68,,
Balt/Washington Corridor,,Overall,65188431,0.072,140922,471972,13.12,,
Harford/Cecil County,,Overall,41877835,0.091,-147915,632926,8.02,,
Hunt Valley/Towson,,Overall,6447294,0.048,31305,,10.43,,
Owings Mills/Reisterstown Rd,,Overall,2636765,0.077,-10900,,11.49,,
Total,,Overall,193626963,0.079,-645050,1516684,10.92,,
