primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Anderson County,,Industrial,29464111,0.051,594620,0,4.19,,
Cherokee County,,Industrial,2752353,0.202,0,0,,,
Central Greenville,,Industrial,15814214,0.076,-167156,0,6.33,,
I-385 South,,Industrial,23108134,0.052,-120937,146367,6.62,,
I-85 East,,Industrial,10248083,0.051,10055,0,5.74,,
I-85 West,,Industrial,25688956,0.032,159315,40600,6.28,,
Taylors-Greer,,Industrial,16719065,0.028,0,0,3.93,,
Travelers Rest,,Industrial,3593330,0.005,0,0,7.25,,
Greenville County,,Industrial,95171782,0.045,-118723,186967,6.11,,
Laurens County,,Industrial,14241093,0.053,0,0,,,
Pickens,,Industrial,2330591,0.024,0,495340,9.00,,
Spartanburg East,,Industrial,25679929,0.116,-81040,0,5.42,,
Spartanburg West,,Industrial,77365875,0.115,1551204,951004,6.13,,
Spartanburg County,,Industrial,103045804,0.115,1470164,951004,5.90,,
MARKET TOTAL,,Industrial,247005734,0.0768,2188481,1633311,5.80,,
MARKET TOTAL,,Manufacturing,103090010,0.025,-189697,,4.55,,
MARKET TOTAL,,R&D/Flex,7532734,0.079,40601,,7.62,,
MARKET TOTAL,,Warehouse/Distribution,136382990,0.116,2337577,1633311,5.96,,
MARKET TOTAL,,Class A Warehouse,72636272,0.170,2701710,1633311,6.11,,
MARKET TOTAL,,Class B Warehouse,34061290,0.032,-147312,0,5.61,,
