primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Silicon Valley,Palo Alto,Industrial,1323265,0.033,-5000,,1.54,,
Silicon Valley,Mountain View/Los Altos,Industrial,1813591,0.056,-12184,,2.86,,
Silicon Valley,Sunnyvale,Industrial,5701124,0.008,-12370,,1.88,,
Silicon Valley,Santa Clara,Industrial,15932557,0.028,10249,,1.73,,
Silicon Valley,West Valley,Industrial,1578873,0.017,12190,,2.15,,
Silicon Valley,San Jose IBP/Downtown,Industrial,12790754,0.059,-87016,,1.49,,
Silicon Valley,San Jose - North,Industrial,10520121,0.035,-149557,,1.64,,
Silicon Valley,San Jose South,Industrial,13064479,0.077,-320892,,1.45,,
Silicon Valley,Milpitas,Industrial,9735520,0.027,131204,,1.45,,
Silicon Valley,Fremont/Newark,Industrial,38273205,0.053,155016,,1.69,,
Silicon Valley Total,,Warehouse,42242409,0.042,-171316,,1.55,,
Silicon Valley Total,,Manufacturing,55893756,0.030,-221437,,1.85,,
Silicon Valley Total,,Advanced Manufacturing,12597324,0.129,114393,,1.93,,
Silicon Valley Total,,Industrial,110733489,0.046,-278360,,1.73,,
