primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,Airport East,Industrial,40802149,0.101,317581,1023330,6.33,,
Airport,Airport Central,Industrial,55721045,0.038,-57780,,7.67,,
Airport,,Industrial,96523194,0.065,259801,6090233,6.81,,
Boulder,,Industrial,11139489,0.035,-13402,,16.96,,
I-76 Corridor,,Industrial,14712013,0.241,315081,888750,6.51,,
Longmont,,Industrial,5273968,0.185,-96718,,15.26,,
North,,Industrial,12610365,0.081,123937,1342422,9.59,,
North Central,,Industrial,34439643,0.047,-73728,607200,10.21,,
Northwest,,Industrial,17143571,0.063,-46437,708115,13.12,,
South Central,,Industrial,24921717,0.007,45350,,9.74,,
Southeast,,Industrial,23511902,0.099,130704,445973,10.65,,
Southwest,,Industrial,8691019,0.016,91434,,12.31,,
West,,Industrial,11298091,0.011,-11691,,12.97,,
METRO TOTAL,,Industrial,260264972,0.068,724331,10082693,8.77,,
