primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
NORTH ORANGE COUNTY,Anaheim,Industrial,48852752,0.008,-204057,489629,,0,136294
NORTH ORANGE COUNTY,Brea,Industrial,12188768,0,-65107,255603,,0,50331
NORTH ORANGE COUNTY,Buena Park,Industrial,13496485,0.006,-65107,0,,0,181434
NORTH ORANGE COUNTY,Fullerton,Industrial,20969253,0.009,498853,0,,0,265957
NORTH ORANGE COUNTY,La Habra,Industrial,2580623,0,0,0,,0,0
NORTH ORANGE COUNTY,Orange,Industrial,12703496,0.006,0,0,,0,68021
NORTH ORANGE COUNTY,Placentia,Industrial,3740510,0.011,45564,0,,0,10604
NORTH ORANGE COUNTY,Yorba Linda,Industrial,1715157,0.083,-40000,0,,0,0
NORTH ORANGE COUNTY,North County Totals,Industrial,116247044,0.008,285584,745232,1.69,0,712641
WEST ORANGE COUNTY,Cypress,Industrial,6095545,0.011,-19421,0,,0,10159
WEST ORANGE COUNTY,Garden Grove,Industrial,12192602,0.01,-97968,247231,,0,61713
WEST ORANGE COUNTY,Huntington Beach,Industrial,14626552,0.005,172814,557106,,0,124965
WEST ORANGE COUNTY,La Palma,Industrial,2761255,0.001,-2446,0,,0,0
WEST ORANGE COUNTY,Los Alamitos,Industrial,2231228,0,0,0,,0,0
WEST ORANGE COUNTY,Seal Beach,Industrial,972051,0,0,0,,0,0
WEST ORANGE COUNTY,Stanton,Industrial,1072081,0.018,-18792,0,,0,0
WEST ORANGE COUNTY,Westminster,Industrial,1885358,0,0,0,,0,33262
WEST ORANGE COUNTY,West County Totals,Industrial,41836672,0.007,34187,804337,1.69,0,230099
AIRPORT AREA,Costa Mesa,Industrial,8843789,0.009,-32785,0,,0,31529
AIRPORT AREA,Fountain Valley,Industrial,4233875,0.009,0,0,,0,0
AIRPORT AREA,Irvine,Industrial,18647683,0.003,37082,396445,,0,149841
AIRPORT AREA,Newport Beach,Industrial,786804,0,15346,0,,0,15346
AIRPORT AREA,Santa Ana,Industrial,27732038,0.008,-19386,0,,0,115754
AIRPORT AREA,Tustin,Industrial,7680213,0.009,34180,311770,,0,40146
AIRPORT AREA,Airport Area Totals,Industrial,67924402,0.007,34437,708215,1.6,0,352616
SOUTH ORANGE COUNTY,Aliso Viejo,Industrial,1262702,0,0,0,,0,21972
SOUTH ORANGE COUNTY,Foothill Ranch,Industrial,3073919,0,0,0,,0,0
SOUTH ORANGE COUNTY,Irvine Spectrum,Industrial,16777125,0.022,39552,193833,,0,150788
SOUTH ORANGE COUNTY,Laguna Hills,Industrial,1105229,0,0,0,,0,0
SOUTH ORANGE COUNTY,Laguna Niguel,Industrial,613917,0,0,0,,0,0
SOUTH ORANGE COUNTY,Lake Forest,Industrial,4229528,0,0,0,,0,16785
SOUTH ORANGE COUNTY,Mission Viejo,Industrial,914714,0,0,0,,0,0
SOUTH ORANGE COUNTY,San Clemente,Industrial,2391633,0,0,0,,0,17243
SOUTH ORANGE COUNTY,San Juan Capistrano,Industrial,904246,0,0,136308,,0,0
SOUTH ORANGE COUNTY,Santa Margarita,Industrial,2461518,0,0,0,,0,0
SOUTH ORANGE COUNTY,South County Totals,Industrial,33734531,0.011,39552,330141,1.76,0,206788
Orange County Total,,Industrial,259742649,0.008,393760,2587925,1.67,1025262,1502144
