primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Beaver County,,R&D/Flex,201810,0.064,0,,,,
Beaver County,,Warehouse/Manufacturing,11301314,0.053,-6400,,,,
Butler County,,R&D/Flex,112500,0.000,0,,,,
Butler County,,Warehouse/Manufacturing,8649499,0.040,60000,,,,
City of Pittsburgh,,R&D/Flex,1357010,0.168,-26654,,76.54,,
City of Pittsburgh,,Warehouse/Manufacturing,14400959,0.027,-40000,,7.90,,
Cranberry,,R&D/Flex,1779344,0.132,13422,,20.11,,
Cranberry,,Warehouse/Manufacturing,7274227,0.001,0,,,,
East,,R&D/Flex,1721093,0.024,0,,10.15,,
East,,Warehouse/Manufacturing,8908740,0.126,0,,5.46,,
Northeast,,R&D/Flex,3113603,0.069,0,,17.29,,
Northeast,,Warehouse/Manufacturing,11118447,0.005,0,,7.70,,
Northwest,,R&D/Flex,578486,0.095,0,,9.19,,
Northwest,,Warehouse/Manufacturing,6094888,0.012,37324,,8.00,,
South,,R&D/Flex,1172433,0.015,0,,,,
South,,Warehouse/Manufacturing,9981551,0.004,234741,,6.50,,
Washington County,,R&D/Flex,1023226,0.039,0,,11.00,,
Washington County,,Warehouse/Manufacturing,12024034,0.033,0,,6.37,,
West,,R&D/Flex,3697295,0.078,-8575,,16.94,,
West,,Warehouse/Manufacturing,19124756,0.018,0,,7.53,,
Westmoreland County,,R&D/Flex,591529,0.000,0,,,,
Westmoreland County,,Warehouse/Manufacturing,24009908,0.064,111500,,5.71,,
