primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
McHenry County,,Industrial,21332362,0.033,-4500,907093,6.35,249694,30000
Lake County,,Industrial,78747222,0.035,128655,218500,6.6,0,205167
NE Cook County,,Industrial,49019036,0.016,18246,1659664,7.45,0,251116
NW Cook County,,Industrial,29940535,0.038,190834,1365205,6.28,0,647371
N Kane County,,Industrial,34348504,0.037,502680,1894790,5.96,508315,198100
N DuPage County,,Industrial,44756957,0.027,140500,812050,6.95,153000,109515
O'Hare,,Industrial,100580028,0.028,164368,672267,8.3,1017550,761784
City North,,Industrial,60202756,0.025,-56585,1184800,8.05,0,27482
Near West Suburbs,,Industrial,80541186,0.023,-139196,1789999,6.83,148144,161990
West Suburbs,,Industrial,38556146,0.024,22997,80464,7.25,187824,333530
Central Kane & DuPage,,Industrial,38872344,0.027,461970,1204760,6.15,258720,212922
Far West Suburbs,,Industrial,68057136,0.036,-44033,952761,5.84,392973,324316
Southwest Suburbs,,Industrial,62821879,0.016,62619,1591323,5.88,37000,11897
Far SW Suburbs,,Industrial,93402114,0.016,235807,2890679,6.36,795965,2095030
City South,,Industrial,107037756,0.023,-52451,663712,7.35,0,138875
South Suburbs,,Industrial,65737773,0.034,64049,3205216,5.73,0,1208873
Joliet Area,,Industrial,96125522,0.05,2800,7240090,6.18,321162,206800
Northwest Indiana,,Industrial,30442486,0.02,-19514,1460008,5.5,134145,94319
Dekalb Area,,Industrial,14048233,0.019,0,0,4.33,0,0
Southeast Wisconsin,,Industrial,77227147,0.06,380286,4634960,5.1,2295454,798090
Rockford Area,,Industrial,34602501,0.037,61500,1518765,4.27,0,354000
TOTAL,,Industrial,1226399623,0.03,2121032,35947106,6.32,6499946,8171177
