primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
City of Alexandria,,Industrial,4414983,,-5208,,12.71,,
Arlington County,,Industrial,869717,,0,,,,
Fairfax County,,Industrial,34222835,0.051,140045,,14.51,,
Loudoun County,,Industrial,23000989,0.022,172478,,13.24,,
Prince William County,,Industrial,16490011,0.015,46621,,14.75,,
City of Alexandria,,Warehouse,3695838,0.047,-2873,,12.06,,
Arlington County,,Warehouse,730908,,0,,,,
Fairfax County,,Warehouse,19508088,0.033,-46821,,13.50,,
Loudoun County,,Warehouse,13626151,0.020,264083,,13.88,,
Prince William County,,Warehouse,10660768,0.012,28407,,13.26,,
City of Alexandria,,Flex,719145,0.027,-2335,,16.05,,
Arlington County,,Flex,138809,,0,,,,
Fairfax County,,Flex,14714747,0.074,186866,,15.05,,
Loudoun County,,Flex,9374838,0.026,-91605,,12.80,,
Prince William County,,Flex,5829243,0.020,18214,,15.63,,
Total,,Industrial,78998535,0.034,353936,795231,14.29,,354000
Total,,Warehouse,48221753,0.025,242796,,13.28,,
Total,,Flex,30776782,0.048,111140,,14.91,,
