primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Airport,,,20656479,0.041,-824879,6614799,0.84,,1216913
Bluffdale,,,2422189,0,180818,142719,1.4,174471,184578
California Ave,,,55536553,0.054,-124847,1954026,0.79,1082776,974522
Downtown,,,15185961,0.009,-30886,,0.87,,109044
Draper,,,4797767,0.008,220641,159600,1.22,,70866
Murray,,,3950928,0.005,0,,0.95,,14699
Sandy,,,5769335,0.002,0,98619,1.45,,3120
South Salt Lake,,,17593233,0.002,27810,,0.8,,145189
West Jordan,,,11080132,0.029,12786,1222304,0.89,,234910
West Valley,,,22608419,0.029,109427,231536,0.69,,111403
Market Total,,,159600996,0.032,-429130,10295755,0.8,1385095,3065244
