primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Central/Airport,,Bulk,8125560,0.026,-67916,,0.75,,
Central/Airport,,Flex,2560574,0.042,-68767,,1.09,,
East Valley,,Bulk,25408939,0.041,1240030,,0.8,,
East Valley,,Flex,122687,0,0,,0,,
North Valley,,Bulk,25828551,0.009,-77251,,0,,
North Valley,,Flex,228956,0,0,,0,,
South Reno,,Bulk,7774858,0.06,174764,,1.22,,
South Reno,,Flex,1984051,0.014,-781,,1.52,,
Sparks,,Bulk,27625184,0.018,-100923,,1.04,,
Sparks,,Flex,2951252,0.014,-6426,,1.23,,
West Reno,,Bulk,2215063,0,12923,,0.7,,
West Reno,,Flex,409060,0.004,424,,1,,
Market Total,,Bulk,96978155,0.025,1181627,,0.66,,
Market Total,,Flex,8256580,0.022,-75550,,1.22,,
Market Total,,Total,105234735,0.025,1106077,,0.93,,
