primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
Kenosha,,Industrial,43156859,0.082,442721,3321052,4.5,1603758,
Milwaukee Downtown,,Industrial,11827396,0.052,0,,4.3,0,
Milwaukee North Central,,Industrial,12237532,0.033,0,0,4.1,250585,
Milwaukee North Shore,,Industrial,5743081,0.062,0,,4,0,
Milwaukee Northwest,,Industrial,20822160,0.007,161430,892483,4.3,738862,
Milwaukee South,,Industrial,34662531,0.049,88404,812075,5.6,391236,
Milwaukee South Central,,Industrial,13276248,0.064,630,0,5.6,0,
Milwaukee West,,Industrial,13924905,0.036,0,0,4.6,0,
Ozaukee,,Industrial,12099902,0.016,88763,36843,4.6,0,
Racine,,Industrial,31070288,0.027,-55735,2049325,5.2,573587,
Sheboygan,,Industrial,18810566,0.008,0,100800,5.5,0,
Walworth,,Industrial,11474824,0.006,0,0,3.8,0,
Washington,,Industrial,22727852,0.018,233282,200000,5.02,436862,
Waukesha Northeast,,Industrial,22409862,0.004,-33800,0,5.8,0,
Waukesha Northwest,,Industrial,24822160,0.02,49257,0,5.8,282200,
Southeast Waukesha,,Industrial,15814851,0.011,-5126,660324,7.3,0,
Waukesha Southwest,,Industrial,17350862,0.001,0,0,6.5,0,
TOTAL,,Industrial,334617663,0.032,859408,8296902,4.9,4453907,
