primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
,,WAREHOUSE/DISTRIBUTION,614465110,0.08,3353470,13983061,6.85,5230628,
,,SHALLOW BAY,88531379,0.042,-253700,163170,6.99,0,
,,FLEX,38694644,0.052,61403,,11.28,,
Central Atlanta,,,7212861,0.086,-61016,,10.42,,
Chattahoochee,,,15524898,0.04,-65716,,9.80,,
Northwest/I-75,,,82513935,0.154,1127912,1019668,6.78,704010,
N Central/GA 400,,,25532491,0.039,81322,,9.11,,
Northeast/I-85,,,209458544,0.08,924657,3299672,7.52,2049059,
Stone Mountain,,,27983948,0.021,-119064,,6.50,,
Airport,,,84793524,0.048,74307,265775,7.51,,
Southeast/I-75,,,74079784,0.061,356465,6005966,6.89,498160,
Southwest/I-85,,,62967777,0.07,-11620,1291200,7.36,271111,
I-20 East,,,42643569,0.077,1286705,562745,6.47,1423960,
I-20 West,,,108979802,0.058,-432779,1701205,6.60,284328,
ATLANTA,,,741691133,0.074,3161173,14146231,7.46,5230628,
