primary_submarket,secondary_submarket,property_type,total_inventory_q,vacancy_q,net_absorption_q,under_construction_q,rent_q,delivered_q,leasing_activity_q
McHenry County,,Overall,23371706,0.053,49626,0,6.55,0,624612
Lake County,,Overall,80757490,0.047,-242697,537556,6.75,11440,569133
NE Cook County,,Overall,49873827,0.03,-460880,1000394,7.63,0,248483
NW Cook County,,Overall,32114217,0.06,375091,48000,6.45,0,287425
N Kane County,,Overall,36751072,0.076,-40397,131000,6.55,833205,581902
N DuPage County,,Overall,45947385,0.026,390523,49300,7.55,0,199348
O'Hare,,Overall,101858319,0.027,-958334,147953,9.23,126054,1987720
City North,,Overall,60607400,0.026,735,1184800,8.23,0,217686
Near West Suburbs,,Overall,81859273,0.035,-70255,0,7.58,398954,414510
West Suburbs,,Overall,38953442,0.011,160355,31510,7.68,0,174749
Central Kane & DuPage,,Overall,41442255,0.046,398769,334800,6.58,543603,269050
Far West Suburbs,,Overall,70258386,0.033,484327,1199880,6.20,429610,679727
Southwest Suburbs,,Overall,65028044,0.043,-299650,359999,6.18,0,311904
Far SW Suburbs,,Overall,96718587,0.032,669225,438200,7.10,306839,1650751
City South,,Overall,105108639,0.023,-167311,320944,8.08,22250,352898
South Suburbs,,Overall,62598556,0.059,595599,50000,6.00,0,1984027
Joliet Area,,Overall,104225292,0.06,2184064,3339011,6.98,1139153,833300
Northwest Indiana,,Overall,32544510,0.079,95614,926520,5.90,400000,1103698
Dekalb Area,,Overall,14045738,0.001,-19500,775000,4.50,0,128000
Chicago Metro Subtotal,,Overall,1144064138,0.039,3144904,10874867,6.93,4211108,12618923
Southeast Wisconsin,,Overall,84261690,0.108,2346753,693201,5.85,2719594,1598656
Rockford Area,,Overall,37742181,0.035,1529509,200000,4.55,1318600,0
Total,,Overall,1266068009,0.044,7021166,11768068,6.77,8249302,14217579
